analyzer_version, artist_7digitalid, artist_familiarity, artist_hotttnesss, artist_id, artist_latitude, artist_location, artist_longitude, artist_mbid, artist_name, artist_playmeid, genre, idx_artist_terms, idx_similar_artists, release, release_7digitalid, song_hotttnesss, song_id, title, track_7digitalid
, 142412, 0.3757368868593704, 0.44738602927213034, ARDCQM61187B9951CE, -33.86963, Sydney Australia, 151.20695, 495fe320-091e-43eb-9321-54a20e7c3f98, Sneaky Sound System, -1, , 0, 0, I Love It, 401488, 0.0, SOSLBDO12AB018117E, I Love It [Clubstar Remix], 4462466
, 4060, 0.5291027999696011, 0.41136413214629225, ARNSTES1187FB4FC9B, nan, London England, nan, f9f9432b-a93a-4650-8e2d-46e43ba92287, Shinehead, -1, , 0, 0, The Real Rock, 341095, 0.0, SOZNGXX12AB018607B, World Of The Video Game, 3818121
, 530455, 0.5005283534444809, 0.40135421512256614, AR6PMJQ1187B9B9655, nan, , nan, ef943908-5368-4e2c-8a3f-a0987308241e, 3 Steps Ahead, -1, , 0, 0, Most Wanted & Mad, 713439, nan, SONHYZF12AB0186F67, My Mind Is Gone, 7914477
, 7694, 0.4984141333079685, 0.32600887327943756, ARHINI31187B995C1D, nan, , nan, da3df0b1-1945-455b-beb7-701cf76a4da4, Singing Melody Feat. Robyn, -1, , 0, 0, Expression, 700407, 0.0, SOKHSGF12A8AE4775D, Are You Home, 7771441
, 17586, 0.6741604753853119, 0.4784907329726669, AR2NJG71187FB5203E, nan, Bristol England, nan, 2eeba1d4-f67d-45be-a22e-ab73e925aa43, Roni Size, -1, , 0, 0, Roni Size Reprazent - New Forms2, 216081, 0.3603705827121406, SOKPPXC12A8C13AACE, Encore, 2351554
, 2163, 0.8229085341315785, 0.5720278536807922, AR2XI6G1187B9AE7DA, nan, Bronx NY, nan, a6a4c910-2b22-4a6f-aebe-805b176c47b8, Fat Joe, 2233, , 0, 0, Loyalty, 762311, 0.22809606592725593, SOOERYW12AB0185A53, Prove Something (explicit album version), 8439175
, 177661, 0.4816214713847356, 0.38420162917297757, ARMWXUE1187B9B9D3D, nan, , nan, 3f31ba10-40a9-46c0-8ca1-144e141594ed, Los Titanes, -1, , 0, 0, Rumba Que Te Tumba, 234738, 0.46564175747904607, SOISHGK12A8AE452B3, No La Dejes Sola, 2576574
, 344528, 0.5034672212029974, 0.22879205843535128, ARYZ1NG1187FB3FD40, 50.63718, Lille France, 3.06281, afffc967-b360-42b2-9073-f987bfe294fe, Cool cavemen, -1, , 0, 0, Multipolar, 465192, 0.0, SOQJEKO12AB018700E, Burlesque burglary, 5176087
, 123528, 0.580971509956603, 0.34873592978406104, ARELFAE1187FB40D0A, nan, , nan, 4e01e834-c872-4c76-87ab-c2304efa5e7e, Bally Sagoo, 65999, , 0, 0, Hanji, 198380, 0.0, SOSBJIU12A8C1345E7, Punjabian Di Chale Glassi, 2158415
, 402759, 0.4724287354213482, 0.2799779538120907, ARWPHDF1242077F0B8, nan, , nan, , :Blacks On :Blondes, -1, , 0, 0, Travel Without Leaving The Bed, 702074, nan, SODNZDE12AB0184C18, Sublime Control, 7788528
, 4468, 0.6533974890237466, 0.4191635877630802, AR3FOK11187FB3F4EE, nan, , nan, 3fc945b4-bbb8-408a-8c2f-d636441b5dfe, Seven Mary Three, 6938, , 0, 0, Rock Crown, 761892, 0.0, SOVHTEG12AB0188A10, People Like New (LP Version), 8434690
, 225893, 0.3963040673712416, 0.0, ARKEZNY1187B9B7F6C, nan, , nan, 00e01ffc-aa35-42bb-b14a-340d557e6952, Irini Merkouri, 27872, , 0, 0, Na Fisai I Anixi, 281586, nan, SOQUHIF12A8C131AE9, Oute Mia Fora, 3141834
, 490841, 0.42185316354699354, 0.3239973685746361, AR2D0XK1187B98EC4A, nan, , nan, 3f107c41-0c08-44dc-b2a6-5ad7bc4e8fd6, Johnny Pearson, -1, , 0, 0, Industrial Panorama, 719172, nan, SOZUSPS12AB018DD52, Running Sabotage, 7971708
, 20483, 0.7160352084698194, 0.541656322286496, AR2W4T81187FB410A7, nan, Cambridgeshire England, nan, 1dce970e-34bc-48b2-ab51-48d87544a4c2, David Gilmour Featuring Richard Wright, 9884, , 0, 0, Arnold Layne, 53164, nan, SOGEMEJ12B34F1C5AC, Arnold Layne, 554393
, 7184, 0.49555965151406806, 0.34919221761645924, AR3WMW01187B9921F7, nan, , nan, 6ee0eaaf-3f61-4a8e-abc5-ba7e371e01c1, Schizoid, -1, , 0, 0, Static Dynamics, 475877, nan, SOQSAOA12A8C1435BF, Strangerhood, 5283591
, 135889, 0.6455339964734248, 0.4484074421231136, AR1ZZOW1187B99BA84, 40.14323, New Jersey, -74.72671, cf6fd745-1035-4bad-b0ef-33ed822b00b7, Bumblefoot, 80775, , 0, 0, Abnormal, 630579, 0.27224568000599825, SOJPOIO12AB0184888, Piranha, 6997683
, 7725, 0.6876874858721554, 0.4066860994666606, ARDI88R1187B98DAB2, nan, , nan, fd87374e-ffde-4d36-89a8-8a073f795666, Foxy Brown / Total, -1, , 0, 0, Chyna Doll, 94240, 0.5971167029227197, SONYTNS12A8C1374D9, I Cant, 986575
, 15815, 0.5888271005018058, 0.3796711247498673, AROUOZZ1187B9ABE51, 40.79195, New York NY [Spanish Harlem], -73.94512, dadec058-023e-498a-b1c7-776d03cc88ce, Willie Bobo, -1, , 0, 0, Latin Jazz (Jazz Club), 228300, nan, SOSZDCF12A6D4FCC54, Its Not Unusual, 2502215
, 8590, 0.5724708877839468, 0.4244875987254027, ARNEL2O1187FB4421A, 33.89627, Houston MS, -89.00018, 882af819-887e-4691-a4af-b14613058942, Bukka White, 17688, , 0, 0, The Panama Limited, 161691, nan, SOCMHUW12A58A7A5A1, Fixin To Die Blues, 1710748
, 1283, 0.8339679720525084, 0.5762019662804653, ARE8GLF1187FB52532, nan, , nan, 8bfac288-ccc5-448d-9573-c33ea2aa5c30, Red Hot Chili Peppers, 1320, , 0, 0, By The Way, 9153, 0.9117334982310725, SOAZIRE12A6702046F, Venice Queen (Album Version), 93313
, 151599, 0.3117525083661655, 0.2520805272058066, ARLMCCW1241B9CE7CB, nan, , nan, , Kurt Tepperwein, -1, , 0, 0, Kaufen lassen - Beziehungs-Management, 201488, nan, SOFPDFR12A8C136ACA, Subliminal mit Naturgeraeuschen, 2194069
, 4112, 0.5987268408408515, 0.42689268086794374, ARG09R51187FB4D5C2, 34.60515, Lawton OK, -98.38983, e03c5f07-71e9-4e3c-a9fd-2a90e61d2f2e, Bryan White, -1, , 0, 0, Dreaming Of Christmas, 759494, 0.0, SOSQILZ12AB0185AFB, I Cant Wait Til Christmas (LP Version), 8409273
, 68717, 0.5067789283762791, 0.32841373787793265, AR6IJ6U1187B99FC7C, nan, , nan, 9965a96a-d838-48be-bcad-dd22fb76fc70, Alberto Cortez, 9285, , 0, 0, Colección Diamante: Alberto Cortez, 122921, 0.3347065490692206, SOTWTSO12A8C142128, Guitarra Dimelo Tu, 1269906
, 2853, 0.5725006006819784, 0.3680540387507248, ARN7OQ21187FB5A6B3, nan, Greenwood MS, nan, c60131ae-9e8f-46a8-a7d2-1393fe48a9d1, Furry Lewis, 30562, , 0, 0, Furry Lewis 1927 - 1929, 99054, nan, SOFKQMM12A8C137176, I Will Turn Your Money Green (Tk. 1), 1031135
, 21842, 0.5955243115852413, 0.40259433228284, ARJ3DXR1187FB4F879, 38.8991, Washington, -77.029, 994ea2e4-6aa5-4d1f-89db-227257d1ef53, Dirty Harry, -1, , 0, 0, Henry Street Music Volume 11, 436856, nan, SOSZPZP12A58A7E624, The Fortway, 4868175
, 9766, 0.4268827623466008, 0.3333034182734665, ARBB58Y1187B9B621B, nan, , nan, 1c701b15-54f5-4de2-8e17-1a9e3b167a6b, Bill & Gloria Gaither, 61305, , 0, 0, The Best Of Homecoming - Volume One, 155742, 0.28517574266835705, SOKFQQD12A8C138826, Jesus Hold My Hand (The Best of Homecoming - Volume 1 Version), 1633599
, 487514, 0.27790004019564646, 0.11615613420763671, ARRESZG1187B9A3FBF, nan, , nan, 46022fdf-856f-4419-8590-44374b715864, Les Hou-Lops, -1, , 0, 0, Collection de chansons rares des groupes des années 60 Volume 1, 696269, nan, SOAECMT12AB0183897, Hold me, 7729514
, 31581, 0.6874832051565415, 0.5142064031849427, AR3TITY1187B99E790, nan, , nan, c70a1a51-caf3-4667-b956-11e27a00fe37, Gyptian, -1, , 0, 0, Systems Riddim, 624865, 0.0, SOYRCSM12AB0181154, Lonely, 6937087
, 7550, 0.6932878385507649, 0.39327449140462534, ARMPQIE1187FB3D4EB, nan, Kingston Jamaica, nan, 42c7542e-71d1-488a-ba2f-9a368c9147f2, Bounty Killer, 34166, , 0, 0, Nah No Mercy - The Warlord Scrolls, 138140, nan, SOLYFEM12A8AE4836E, Gun Thirsty, 1433696
, 40983, 0.66229870965635, 0.379137555624937, ARALP6I1187B989E27, 40.86034, Passaic NJ, -74.12374, a8540ea0-1a74-4c22-8b70-1348a77a74a0, The Shirelles, 2984, , 0, 0, Where Or When, 644803, 0.0, SOMXUAV12AB0188A0E, Dedicated To The One I Love, 7145538
, 40894, 0.6554834784453758, 0.44521698744131516, ARXGASQ1187FB3C727, nan, New York NY [Bronx], nan, a5474ad8-1671-4ace-a5ea-82df42245bda, Camp Lo, 8382, , 0, 0, Another Heist, 614267, 0.4137398358601097, SOMTPYO12A8C14413D, Uptown, 6828634
, 388103, 0.46971276554227775, 0.3736580413072142, ARU868Z1187FB47319, 42.18419, Mass. - Western, -71.71818, f040922a-5cee-4e3b-8d49-beba9a751f6b, Wonderland, -1, , 0, 0, On The Barricades, 527222, nan, SOUTSOK12A8C146665, You, 5820627
, 80, 0.6742377995907541, 0.4652702100858289, ARJ2PMY1187FB5B563, nan, NY - Long Island, nan, 16dad944-c492-43dd-88ed-e0b7ac520c40, Burning Spear, 9408, , 0, 0, Soul Kitchen (The Original Motion Picture Soundtrack), 784940, 0.5216592580484611, SOJIRPT12AB01877A6, Walking In Dub, 8684336
, 44, 0.6971136627128754, 0.5187841023656041, ARTXGGI1187B9B3D58, 38.54666, Davis CA, -121.74477, 92ee5562-3c1b-4e02-ac22-aae6261edac5, Blackalicious, 4427, , 0, 0, Nia, 225509, 0.6451314372414961, SOCFXMH12A6D4FD1B8, Ego Trip by Nikki Giovanni, 2467130
, 144735, 0.614345532119778, 0.4065914766883161, ARO7FES1187B9A59BE, 43.1763, AntwerpBelgium New York, -76.27503, c9dd9303-6a47-4677-85ff-552693d3d857, M.I.K.E., -1, , 0, 0, The Perfect Blend, 391019, 0.34092275586437804, SOHOSLP12AB01805E6, Hollow Dream, 4330741
, 49992, 0.8195684222968003, 0.5978671676017928, ARSW5F51187FB4CFC9, nan, Seattle WA, nan, 4bd95eea-b9f6-4d70-a36c-cfea77431553, Alice In Chains, 65, , 0, 0, Jar of flies / Facelift / Dirt, 290005, nan, SODTJWJ12CF5F88321, I Know Somethin (Bout You), 3252983
, 173858, 0.44104996018435266, 0.35300068828370523, ARSF4161187B9B449F, nan, , nan, 52781c26-6a8c-4326-a825-64f7b2898bb0, The Gone Jackals, -1, , 0, 0, Blue Pyramid, 457876, 0.3867901771390143, SOAEPLE12AB0186815, That Blows My Mind (Slammin and Way Out There!), 5096733
, 21569, 0.5344643522287597, 0.36868937254805195, AR243ZT1187B9A98D2, 32.29869, Jackson MS, -90.18049, ff609eb0-5425-4963-9e55-85d729f4648e, Otis Spann, 27780, , 0, 0, Spanning A Lifetime, 379517, 0.6806556311410517, SONFGZA12AB018643D, Evil Ways, 5662626
, 111429, 0.6876944572284418, 0.4416434048199295, ARGYHUI1187B9AC2A5, nan, , nan, fca2e3b9-d29c-4b41-bde9-0ea5fd279843, Hanoi Rocks, 17045, , 0, 0, Another Hostile Takeover, 162141, 0.3277366831778408, SOXXBFW12A8C13D1E6, No Comprimise_ No Regrets, 1718039
, 717545, 0.34901200212977335, 0.0, ARFUSID1241B9C9462, 44.41033, Genova, 8.93889, , Daniela Dessì, -1, , 0, 0, Soundtrack 2, 476558, nan, SOCCEGY12A8C1455F8, Tramonto Etnico, 5291666
, 552738, 0.434900974765691, 0.3725475702431149, AR2WUJP1187B99364C, nan, , nan, c408069a-4f28-4a2c-80d9-0606c315e76f, Nicola Fasano feat. Paula B., 87131, , 0, 0, Just House Vol.1, 582786, nan, SOOUUAW12AB0187CFD, Missing, 6461425
, 31805, 0.7668262054597053, 0.5494459610037913, AR2H1J41187FB5C640, nan, Los Angeles California, nan, 5b24fbab-c58f-4c37-a59d-ab232e2d98c4, Danny Elfman, 2248, , 0, 0, Standard Operating Procedure, 262630, nan, SOJMWFE12A8C139C13, Birdies, 2750452
, 289256, 0.49624473660552987, 0.30474365953929233, ARWGY6U1187B98B228, 21.51102, Cuba, -77.80679, e09db85d-2de6-41e1-a856-d131089ab49d, Orquesta Sublime, 144244, , 0, 0, Encuentro De Charangas, 435984, nan, SOODQDR12AB0181456, La Vida Eres, 4856980
, 348006, 0.5298625995093088, 0.3515525062132662, ARRSNAA11F50C49717, nan, , nan, , Ocho y Media, -1, , 0, 0, Sigue!, 470302, 0.21204540548371908, SOUXCFT12AB01846C9, A la Hora, 5228496
, 9546, 0.5196863132705067, 0.38238936993589595, AR25LGJ1187B9B2492, 29.42449, San Antonio TX, -98.49462, b4745bd1-5db8-4523-8986-e09e3c1f3127, Doug Sahm Tex Mex Trip, 48323, , 0, 0, Groovers Paradise, 513118, 0.0, SOUOETK12A58A7B18D, Catch Me In The Morning (Album Version), 5680852
, 98976, 0.4340263679025057, 0.23451976036910782, ARDW74M1187B98DA34, nan, , nan, 81dfacec-8369-4f61-a31d-6de6761d481f, Bill & Gloria Gaither, 40873, , 0, 0, Freedom Band, 116383, 0.2504203242358393, SORUIOA12A8C13F7CE, Stand By Me (Freedom Band Album Version), 1197171
, 7163, 0.6868116168133814, 0.44387567634355013, AR3TG3X1187FB4D577, 52.51607, Berlin Germany, 13.37698, fe404dd9-09b2-4ac8-a0e5-8da1c4027061, Atari Teenage Riot, -1, , 0, 0, Live In Philadelphia, 505438, nan, SOILOWM12AB018648D, Destroy 2000 Years Of Culture, 5592464
, -1, 0.2675763211334449, 0.0, AREBSCJ1241B9C7BDF, nan, , nan, , Staatskapelle Dresden/Herbert Blomstedt, 201558, , 0, 0, Grieg: Peer Gynt_ Piano Concerto & Songs, 60417, nan, SOBFOYA12A6D4FB36C, Peer Gynt - Incidental Music (2004 Digital Remaster): 4.   In the Hall of the Mountain King, 627330
, 13447, 0.6869889546292448, 0.6066301517291853, ARX9YIP1187B98A656, nan, , nan, 5ecc3f72-20a6-47a0-8dc5-fb0b3dadeea0, RUN-DMC, 1373, , 0, 0, Tougher Than Leather, 307454, 0.2707759989463275, SORURGG12A8C13E8BF, Crack, 3474952
, 15806, 0.5463611731121477, 0.40283578658562497, ARBPRTL11F4C83CB05, nan, , nan, , Oak Ridge Boys, 3151, , 0, 0, Early Gospel Recordings, 258322, nan, SOUWVXK12A8C13CAB9, Hide Thou Me, 2848345
, 11550, 0.782555689040213, 0.33536857774641954, ARZCXO91187FB53708, 32.67828, Georgia, -83.22295, c7d13c98-8896-4105-b68d-698d4f54ffcd, Justin, 70751, , 0, 0, JTV, 277768, nan, SOJVHYM12A8AE4659A, Lu Ren Jia, 3095631
, 31375, 0.5129615158228926, 0.3645978804511496, ARIQD5J1187B98D8DC, 31.1689, Texas, -100.07715, 770e74ef-b251-4072-818b-6e53c42a7c1c, Kerson, 94548, , 0, 0, Club Work Session Vol.03, 683903, nan, SOXDVNH12A8C1392C0, Melody, 7590598
, 451, 0.6940216479070769, 0.47940767557514763, ARODBRG1187FB3FD99, nan, , nan, 172e1f1a-504d-4488-b053-6344ba63e6d0, Nick Cave & The Bad Seeds, 10506, , 0, 0, Nocturama, 275954, 0.5908602981061548, SOQOQNQ12A81C21F1B, Rock Of Gibraltar, 3074170
, 94432, 0.40646743647771033, 0.30157018179165396, ARHXWB01187B9A205C, nan, , nan, 477597d4-c13d-4d8c-854b-e97d73ea87df, Jean Gabin, 98286, , 0, 0, The Greatest Hits from 40s and 50s_ Vol. 28, 803126, 0.0, SOEBRRS12AB0184BDC, Cest moi le mari, 8877977
, 19731, 0.5846337906365346, 0.2889999383945862, AR022JO1187B99587B, 0.10974, Indonesia, 113.9174, 9538ab80-dcbf-4b94-a0cf-e5d1fbbc42c9, Ross, 77704, , 0, 0, I Promise My Heart, 583392, nan, SOJTMEQ12AB0188BB7, I Promise My Heart, 6465885
, 125858, 0.5579050397719406, 0.27595077021768966, ARZRTZT124549A402A, nan, , nan, , Army of the Pharoahs, 87520, , 0, 0, The Torture Papers, 164708, nan, SOLZFRY12A8C13BDF3, Narrow Grave, 1745688
, 143147, 0.37019116502419075, 0.2859898082677068, AR7JPF81187B988D23, 32.29869, Jackson MS, -90.18049, eaf2d37b-324f-44a7-85b2-3b247e8984fc, Charlie McCoy, 31613, , 0, 0, Harpin´ The Blues, 285607, nan, SOLNOMM12A8C132AD8, Blue Yodel No. 1(T For Texas), 3205786
, 13637, 0.6342269633902287, 0.443708895002134, AR7TTCH1187FB3F95C, 34.60515, Lawton OK, -98.38983, d4cc0ed5-0f76-4188-9e14-2a23ca12188a, Leon Russel, 39073, , 0, 0, Thank You Edith! (Tribute to Edith Piaf), 768212, 0.0, SOTIXNQ12A58A77E78, Three Bells / Les 3 cloches, 8506393
, 4605, 0.49089798839115084, 0.3653021909738527, AR1W3MA1187B99E6D8, 31.1689, Texas, -100.07715, 79ddcfab-f507-4f44-9d2f-1b296ad06f23, Danny Wright, -1, , 0, 0, An Intimate Christmas, 5395, 0.0, SOKJLTF12A6701F927, Holly & The Ivy (Album Version), 62155
, 88523, 0.5775089743252977, 0.3794821702804675, ARL7K851187B99ACD2, nan, , nan, 572d6bb7-58cc-4a96-8e5c-58eae4739190, Andy Andy, 14303, , 0, 0, Tu Me Haces Falta, 278032, nan, SOEBCQH12A8AE46E5C, Maldito Amor Featuring Tito El Bambino (Version Urbana), 3101662
, 19729, 0.46258543953973363, 0.3096561486972924, ARFLBJQ1187B9B928D, nan, , nan, 2caeff7f-8b83-4a01-9d2c-dc1ac27c6934, Nando Lauria, 66669, , 0, 0, Latino Christmas, 399772, 0.42530424172042486, SOOOUCP12AB0180D5B, O Come All Ye Faithful, 4434705
, 20026, 0.5776126610118469, 0.4463638674676022, ARNSAEA1187B9B908E, 18.01361, Ponce Puerto Rico, -66.6149, 44401c2f-3e53-43a7-ab51-bfd32c676b9a, Cheo Feliciano, 55071, , 0, 0, Latin Nights, 366780, nan, SOLAJJX12AB01824B9, Juguete, 4083884
, 69353, 0.4193126413987156, 0.3196514586921026, ARTZMXB1187B990A55, nan, , nan, 321b9344-1d61-4fc5-89b3-66572b1d2862, Streetwize, 53668, , 0, 0, Put U To Bed, 625137, 0.26586104921065007, SOAGIPB12AB0181E21, No One, 6939359
, 55752, 0.840409662154377, 0.8404626880271164, AR6XZ861187FB4CECD, 53.40977, Liverpool England, -2.97848, b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d, The Beatles, 89208, , 0, 0, Here There And Everywhere, 70646, nan, SORTPSA12A67ADBFE2, Derek Taylor - Introduction, 739963
, 28343, 0.7194922912635939, 0.46756544127383626, ARWVOHH1187FB5974B, nan, Cleveland OH, nan, 185af318-55c7-405f-8b00-0fa308e56da9, Screamin Jay Hawkins, 12732, , 0, 0, I Put a Spell on You: The Best Of, 95340, nan, SOQLGZH12AF729B7CF, I Put a Spell on You, 1044570
, 11301, 0.6451923387467661, 0.47122432991900803, AR3THYK1187B999F1F, nan, , nan, 286ec4c2-b5ca-4f85-b331-280a6d73dd14, João Gilberto / Gilberto Gil / Caetano Veloso, -1, , 0, 0, Brasil, 55238, 0.5729201479465231, SOHUKWF12A6D4FA598, Cordeiro De Nana, 574060
, 54273, 0.84775465607329, 0.49420685530211234, ARJBWQI1187B9B17D1, nan, Orlando FL, nan, 1f5ff245-2837-4d4a-a609-e93e544478c3, Trivium, 5414, , 0, 0, Shogun, 317615, 0.49271363957256076, SOAEJTI12A8C145051, Shogun [with fade_ for special edition], 3588125
, 50493, 0.620392055892929, 0.3906605227228718, ARLDW2Y1187B9B544F, 39.75911, Dayton OH, -84.19444, a13c01e2-7739-4b25-af65-38e2fcb560e2, Tommy James And The Shondells, -1, , 0, 0, Anthology, 60341, 0.6412287384848957, SOKEAOU12A6D4FB6B2, Out Of The Blue, 625487
, 9947, 0.7068276713044582, 0.4161730646266773, ARB29H41187B98F0EF, 41.88415, Chicago, -87.63241, 44fd61e1-119c-479e-8301-8ac5c77148bf, Terry Callier, 43725, , 0, 0, I Just Cant Help Myself, 55301, 0.3603705827121406, SONFVHA12A6D4F932F, Satin Doll, 574697
, 603017, 0.6103636444058818, 0.0, ARIZCNG12802FDFC69, nan, , nan, , Coraleena Ellis, -1, , 0, 0, Let Me Be Free, 808634, 0.0, SOZYWLD12AB01859CE, Wide Awake In A Dream, 8940718
, 135817, 0.509380155077496, 0.35566795638265936, AR5IDI61187FB43E75, nan, , nan, eff1c3f0-854b-45ca-a2c1-1b57a0612caf, Bloomfield, 154093, , 0, 0, En Vogue ( Bonus Version), 179059, 0.46048484498641545, SOOUGMQ12A8AE472AC, Quartier Latin, 1935211
, 2259, 0.6626702064875899, 0.3789698005016593, AR0V36F1187FB366B1, 53.41961, Ireland, -8.24055, fce5eb9a-95a7-4a54-b9e4-fe1b036fbe57, The Chieftains, 11515, , 0, 0, Further Down The Old Plank Road, 331631, 0.5187598979970994, SOFMCTW12A8C139DDA, The Raggle Taggle Gypsy, 3719720
, 17767, 0.6985324766957247, 0.5094560008533419, ARW2U4O1187FB4408B, nan, New York NY, nan, ef2d4a1c-195e-41f4-839e-bdfd3f85adc3, Andrew W.K., -1, , 0, 0, Close Calls With Brick Walls / Mother of Mankind, 765362, 0.6045544849203479, SOLVYRN12AF72A9C09, Can You Dance With Me?, 8472659
, 334174, 0.45802119323563806, 0.32897713393065886, AR4L5ZC1187FB450A4, nan, , nan, 92d446a1-7d4b-4cd2-bfb9-92400ff2f59a, Bescenta, -1, , 0, 0, Genuine, 795397, nan, SOACIFE12AB0187C9C, So In Love, 8797179
, 2759, 0.6027669342601268, 0.4631928523164855, ARH1LE01187B98D68D, nan, , nan, 3df3a779-a7b1-4362-a8b4-9ae6c7eb623d, John Debney, -1, , 0, 0, Elf, 286891, 0.0, SOBCOMU12A8C1330B0, Buddy and Santas Flight, 3212656
, 65, 0.70126070053786, 0.41889470470197177, AR8B1WY1187FB38366, nan, Long Island NY, nan, 2792b097-0b1d-4c50-97f6-f7f097f86438, Rakim, 83198, , 0, 0, The 18th Letter, 309106, 0.6211261170177825, SONDBYI12A6310D81C, Outro, 3495599
, 73662, 0.44615150489083594, 0.31126988471266326, AR0TZ7T1187B994E37, 42.33168, Detroit MI, -83.04792, ed901e86-9ea4-4b44-b1e1-b27513bbd222, Dave Baby Cortez, -1, , 0, 0, Fill It! - I Love the Fifties, 714006, nan, SOSLKBG12AB018D75E, The Happy Organ, 7919760
, 139885, 0.3764196108559965, 0.20857817378100385, ARJO8W91187B9AB734, nan, , nan, 217e2df6-61be-4ff5-b62c-4c8642d396c5, Count Ossie, -1, , 0, 0, Tales Of Mozambique, 372022, 0.3359204786146032, SOBRNCK12A8C13FB92, No Night In Zion - Original, 4140404
, 258216, 0.40616663491395866, 0.272385459553457, ARWAPYC1187FB3FCAF, nan, , nan, 3b0db373-57d5-4d4f-b009-2cbfd7b7aa0d, S.U.P, -1, , 0, 0, The Holy Bible 1992-2002, 330070, nan, SOYMCST12AB017E8AB, Insanity, 3708802
, 52280, 0.803810767746571, 0.5599258685693549, ARS86AJ1187B9B4225, nan, Port Arthur TX, nan, 76c9a186-75bd-436a-85c0-823e3efddb7f, Janis Joplin, 776, , 0, 0, Janis, 280736, nan, SONIHFO12CF5F87D6C, Piece Of My Heart, 3863813
, 24982, 0.5027118587787895, 0.3184307599723285, ARROUEA1187FB4AA0F, 38.8991, Washington, -77.029, 7b7c47a7-8bb4-41a3-9275-9438c914472f, Atom, -1, , 0, 0, Ikebana : Merzbows Amlux Rebuilt_ Reused and Recycled, 605532, 0.0, SOSMJQM12AC4686FC7, Merzwaltz, 6727302
, 63345, 0.9289369261885644, 0.5985554118943955, AR0KBXO1187B996460, 41.58979, Des Moines Iowa, -93.61566, ceb7b6be-1dbb-4d80-b157-5588bc884764, Slipknot, -1, , 0, 0, 9.0 Live, 138026, nan, SOLKHLK12A8AE47A23, The Heretic Anthem (Live version) (Album Version), 1432857
, 392792, 0.3373617127147608, 0.25810624743692673, ARZMWNY1187B99EBF1, 41.82387, Providence RI, -71.41199, 8330d986-aff3-4d79-a22f-50eea8f1c7f2, Paul Geremia, 96761, , 0, 0, Screamin and Hollerin The Blues, 620938, 0.319565986882865, SOOGMHS12AB017D84A, Tootie Blues, 6897514
, 49852, 0.48118021177808756, 0.37949565056873846, ARUUXNF1187B98FB36, nan, , nan, c1686436-e675-4487-a001-c8405c11090a, Charlie Peacock, 51778, , 0, 0, West Coast Diaries Vol.1-cass., 152528, 0.2884816426560289, SOHSILH12A58A7CA6B, Hot Night Downtown, 1594596
, 158152, 0.2628502162786072, 0.0, ARN6EWN1187B9A4600, 29.89932, Port Arthur TX, -93.92938, c49a01b0-0a1a-49a3-bd28-66dedb85be2e, Jimmy Wyble, -1, , 0, 0, Goodbye My Heart - Country, 208882, 0.26695518627553855, SOVJUCU12A8C138B3E, No More Blues, 2263507
, 377973, 0.4908903993761783, 0.30862502328197755, ARE73DO1187B9B9DDE, nan, , nan, f859d09d-d0ff-47fe-9fb8-545ef90add01, Los Brujos, 193241, , 0, 0, San Cipriano, 511959, 0.21508031850922793, SOLTKCF12AB018600D, Si Yo Tuviera, 5678083
, 5449, 0.5207264878849363, 0.35926026411845985, ARBQ5TQ1187B992B8A, nan, CANADA - Ontario, nan, b741b38e-9019-4aaf-b28a-f9d6680105df, Vivian, 52364, , 0, 0, Nordic Hotel, 591200, nan, SOVKZLE12AB018A2F4, Better, 6555927
, 16860, 0.8093237930019529, 0.48801984168567314, ARPQ4Z01187FB3A736, 29.42449, San Antonio TX, -98.49462, 2339bc21-aa92-4850-86f0-4bb9433910c8, Butthole Surfers, 110955, , 0, 0, Butthole Surfers  + PCPpep, 599298, 0.4944895175021134, SOMBKBP12AC468D7E2, Wichita Cathedral [live], 6649776
, 333894, 0.42950767177027105, 0.2620939623464242, AR08NXW1187B99526D, 38.2589, Missouri, -92.43659, 6eb5ec95-7517-4f90-8adf-dad64aa05021, Die Symphony, -1, , 0, 0, Online Exclusive: Demos & Rarities, 464074, nan, SOEMDLK12AB01860D9, Ugly Like Me (Demo Version), 5164533
, 50644, 0.59565132082563, 0.33392987295115983, ARCDLDD11F33E000A4, nan, , nan, , Varios, 41909, , 0, 0, Joaquim Homs - Música de Cambra, 697559, nan, SOHDPPB12AC4687A5A, II Allegro, 7743595
, 317298, 0.589995161887244, 0.30771167908554087, ARUAKAN1187FB48204, 39.2794, Ocean City NJ, -74.57555, efddcf31-943b-49f0-aef1-cf5539d8048b, Walter Trout, 45195, , 0, 0, Positively Beale Street, 653733, 0.0, SOFNSNQ12AB01833D2, Obstacles in My Way, 7243096
, 163502, 0.5400328341191823, 0.35697025986249137, ARRJFJ31187B9961EF, nan, , nan, 7f8759ee-4ddc-4a6b-9d17-0771e1022db7, Sergio Dalma, -1, , 0, 0, Cuerpo A Cuerpo, 226246, 0.0, SOWDQHL12A6D4FAE8F, La Marca De Tus Labios, 2475435
